date,close
2015-01-01,1994.989990
2015-02-01,2104.500000
2015-03-01,2067.889893
2015-04-01,2085.510010
2015-05-01,2107.389893
2015-06-01,2063.110107
2015-07-01,2103.840088
2015-08-01,1972.180054
2015-09-01,1920.030029
2015-10-01,2079.360107
2015-11-01,2080.409912
2015-12-01,2043.939941
2016-01-01,1940.239990
2016-02-01,1932.229980
2016-03-01,2059.739990
2016-04-01,2065.300049
2016-05-01,2096.949951
2016-06-01,2098.860107
2016-07-01,2173.600098
2016-08-01,2170.949951
2016-09-01,2168.270020
2016-10-01,2126.149902
2016-11-01,2198.810059
2016-12-01,2238.830078
2017-01-01,2278.870117
2017-02-01,2363.639893
2017-03-01,2362.719971
2017-04-01,2384.199951
2017-05-01,2411.800049
2017-06-01,2423.409912
2017-07-01,2470.300049
2017-08-01,2471.649902
2017-09-01,2519.360107
2017-10-01,2575.260010
2017-11-01,2647.580078
2017-12-01,2673.610107
2018-01-01,2823.810059
2018-02-01,2713.830078
2018-03-01,2640.870117
2018-04-01,2648.050049
2018-05-01,2705.270020
2018-06-01,2718.370117
2018-07-01,2816.290039
2018-08-01,2901.520020
2018-09-01,2913.979980
2018-10-01,2711.739990
2018-11-01,2760.169922
2018-12-01,2506.850098
2019-01-01,2704.100098
2019-02-01,2784.489990
2019-03-01,2834.399902
2019-04-01,2945.830078
2019-05-01,2752.060059
2019-06-01,2941.760010
2019-07-01,2980.379883
2019-08-01,2926.459961
2019-09-01,2976.739990
2019-10-01,3037.560059
2019-11-01,3140.979980
2019-12-01,3230.780029
2020-01-01,3225.520020
2020-02-01,2954.219971
2020-03-01,2584.590088
2020-04-01,2912.429932
2020-05-01,3044.310059
2020-06-01,3100.290039
2020-07-01,3271.120117
2020-08-01,3500.310059
2020-09-01,3363.000000
2020-10-01,3269.959961
2020-11-01,3621.629883
2020-12-01,3756.070068
2021-01-01,3714.239990
2021-02-01,3811.149902
2021-03-01,3972.889893
2021-04-01,4181.169922
2021-05-01,4204.109863
2021-06-01,4297.500000
2021-07-01,4395.259766
2021-08-01,4522.680176
2021-09-01,4307.540039
2021-10-01,4605.379883
2021-11-01,4567.000000
2021-12-01,4766.180176
2022-01-01,4515.549805
2022-02-01,4373.939941
2022-03-01,4530.410156
2022-04-01,4131.930176
2022-05-01,4132.149902
2022-06-01,3785.379883
2022-07-01,4130.290039
2022-08-01,3955.000000
2022-09-01,3585.620117
2022-10-01,3871.979980
2022-11-01,4080.110107
2022-12-01,3839.500000
2023-01-01,4076.600098
2023-02-01,3970.149902
2023-03-01,4109.310059
2023-04-01,4169.479980
2023-05-01,4179.830078
2023-06-01,4450.379883
2023-07-01,4588.959961
2023-08-01,4507.660156
2023-09-01,4288.049805
2023-10-01,4193.799805
2023-11-01,4567.799805
2023-12-01,4769.830078
2024-01-01,4845.649902
2024-02-01,5096.270020
2024-03-01,5254.350098
2024-04-01,5035.689941
2024-05-01,5277.509766
2024-06-01,5460.479980
2024-07-01,5522.299805
2024-08-01,5648.399902
2024-09-01,5762.479980
2024-10-01,5705.450195
2024-11-01,6032.379883
2024-12-01,5881.629883
2025-01-01,6040.529785
2025-02-01,5954.500000
